rainfall_rate,cumulative_rainfall_24h,soil_moisture,slope_angle,vibration_frequency,pore_water_pressure,temperature,risk_score,risk_class,risk_label
0.62,17.76,27.96,21.58,0.24,5.05,24.52,0.0,0,Safe
62.59,217.51,97.42,55.6,1.85,79.46,9.84,100.0,3,Critical
10.26,108.57,56.04,37.88,0.6,20.52,20.87,19.2,0,Safe
43.17,112.42,79.92,39.29,1.04,54.0,15.39,54.9,1,Watch
0.35,11.02,23.32,31.79,0.38,9.41,16.11,1.3,0,Safe
36.01,108.08,75.48,43.55,0.9,36.83,16.93,43.7,1,Watch
115.66,250.37,89.32,47.43,2.85,81.9,12.5,100.0,3,Critical
0.06,11.25,33.29,17.57,0.27,6.28,29.04,0.9,0,Safe
6.92,39.89,70.64,27.48,0.63,30.57,16.8,11.0,0,Safe
2.16,15.95,28.85,40.58,0.42,15.62,19.01,4.8,0,Safe
86.73,164.8,82.2,33.28,1.68,43.67,19.55,50.6,1,Watch
0.01,13.01,42.52,18.64,0.57,6.79,20.16,0.8,0,Safe
1.54,4.24,47.26,26.74,0.23,4.74,20.66,2.0,0,Safe
97.32,310.88,96.02,47.28,3.39,53.12,17.83,94.8,3,Critical
24.92,99.21,53.95,38.5,0.63,32.46,22.91,24.2,0,Safe
2.44,24.14,30.22,17.67,0.14,18.78,22.97,4.8,0,Safe
0.97,13.26,41.92,33.21,0.44,5.03,19.76,4.2,0,Safe
91.5,221.86,86.42,49.08,2.85,72.32,8.57,100.0,3,Critical
124.67,253.35,89.59,47.16,1.95,72.89,11.31,97.6,3,Critical
15.58,85.73,63.21,22.78,0.95,19.79,16.77,6.3,0,Safe
0.93,14.74,26.27,31.58,0.27,10.47,20.83,2.6,0,Safe
1.51,2.23,36.87,32.21,0.46,4.68,20.52,1.3,0,Safe
3.57,22.65,32.26,41.12,0.25,8.4,25.54,0.0,0,Safe
1.57,11.89,28.37,22.52,0.2,11.28,20.44,9.5,0,Safe
0.7,7.4,44.26,20.05,0.44,9.4,22.16,0.9,0,Safe
48.19,211.37,84.82,43.79,0.81,43.46,17.13,61.0,2,Warning
0.71,22.38,29.95,33.14,0.14,13.43,25.64,4.6,0,Safe
16.82,62.88,60.62,36.67,0.48,23.99,17.66,19.0,0,Safe
0.85,12.79,39.85,25.68,0.59,7.65,24.43,0.0,0,Safe
14.25,58.75,70.34,38.18,1.03,37.88,18.64,28.6,0,Safe
92.88,218.66,90.06,54.6,3.8,69.49,15.57,100.0,3,Critical
77.39,245.94,97.26,41.3,2.93,57.0,18.1,86.5,3,Critical
23.96,178.54,80.29,37.05,0.95,31.04,13.22,34.6,1,Watch
67.07,348.99,96.55,57.35,3.09,60.5,14.36,100.0,3,Critical
71.11,199.67,75.81,41.73,0.83,53.3,20.24,67.1,2,Warning
1.98,20.37,32.86,27.39,0.4,11.75,16.64,0.0,0,Safe
9.1,85.3,42.91,32.44,0.7,12.79,14.22,8.0,0,Safe
36.23,33.37,79.03,41.15,0.73,29.15,16.81,26.1,0,Safe
42.08,131.25,66.79,38.01,0.82,36.87,16.22,41.0,1,Watch
68.6,92.29,56.13,36.48,0.57,22.77,15.92,29.0,0,Safe
30.25,172.05,81.53,44.43,0.82,42.72,18.01,51.6,1,Watch
46.96,84.06,78.49,33.85,0.83,31.71,19.06,31.9,1,Watch
60.49,173.5,74.67,40.18,1.85,59.95,15.52,69.0,2,Warning
28.05,32.59,68.82,29.68,0.56,38.88,20.05,17.1,0,Safe
1.57,9.57,43.31,31.97,0.22,8.02,21.36,1.9,0,Safe
1.3,4.7,26.13,24.27,0.28,8.13,22.76,1.3,0,Safe
3.08,15.13,30.2,30.29,0.12,13.51,20.72,2.9,0,Safe
70.32,140.34,74.31,27.21,2.0,40.4,18.44,42.8,1,Watch
1.24,21.38,27.98,42.5,0.19,10.29,26.46,3.6,0,Safe
7.38,3.54,32.68,31.93,0.52,8.46,23.64,7.8,0,Safe
0.22,11.26,35.5,33.21,0.19,0.0,21.17,1.9,0,Safe
1.4,18.59,41.58,32.82,0.51,9.8,24.94,3.1,0,Safe
34.17,202.43,82.14,42.9,1.36,45.53,20.55,58.7,1,Watch
2.17,7.74,32.93,24.9,0.17,12.98,26.85,6.1,0,Safe
46.29,205.68,87.93,34.58,1.11,36.12,13.29,46.0,1,Watch
3.08,5.25,23.91,10.6,0.16,5.74,27.62,0.0,0,Safe
35.0,85.35,53.71,43.24,1.19,35.24,18.81,35.9,1,Watch
6.78,95.21,63.03,30.05,0.55,26.66,23.61,10.5,0,Safe
19.2,87.15,59.61,27.31,1.12,32.79,13.89,18.9,0,Safe
6.92,52.16,72.71,24.25,0.64,23.63,21.4,8.9,0,Safe
2.22,5.79,42.88,33.77,0.35,9.68,27.24,0.6,0,Safe
2.61,1.54,25.61,15.81,0.21,12.59,29.61,2.3,0,Safe
51.69,202.25,69.78,44.44,1.11,41.19,18.26,66.3,2,Warning
48.18,158.08,79.05,40.43,1.5,37.12,18.18,48.9,1,Watch
1.75,10.57,38.91,34.56,0.41,17.97,21.01,3.7,0,Safe
114.13,214.75,90.97,47.98,2.27,91.54,19.01,100.0,3,Critical
45.9,67.49,51.59,32.99,0.69,30.77,19.48,23.4,0,Safe
32.93,66.73,69.61,33.48,0.46,23.55,22.14,19.7,0,Safe
1.68,10.83,28.21,31.42,0.53,15.55,24.09,1.1,0,Safe
124.06,332.94,96.9,48.8,3.59,70.67,10.7,100.0,3,Critical
12.31,103.74,57.89,20.74,1.17,25.45,19.76,16.9,0,Safe
6.04,3.94,30.27,17.68,0.31,7.87,33.33,8.6,0,Safe
0.02,12.76,30.15,21.5,0.23,4.5,24.59,2.8,0,Safe
0.04,6.34,29.2,26.27,0.24,9.0,25.98,2.9,0,Safe
38.78,177.43,81.74,40.5,1.0,47.49,18.51,54.5,1,Watch
36.11,61.52,42.39,27.12,0.35,21.84,21.18,15.6,0,Safe
1.59,9.41,32.2,29.32,0.57,8.42,25.58,0.0,0,Safe
1.77,18.12,38.91,43.2,0.48,4.04,12.92,4.6,0,Safe
68.2,55.31,58.63,36.62,0.85,36.27,23.69,37.8,1,Watch
40.93,213.64,79.9,35.79,1.49,47.34,12.09,59.5,1,Watch
65.52,277.52,87.95,46.8,2.99,90.07,17.91,100.0,3,Critical
1.18,21.13,35.51,24.4,0.49,15.58,29.82,0.0,0,Safe
50.79,217.23,81.65,29.27,2.0,49.91,14.75,50.3,1,Watch
37.56,153.27,82.59,41.8,1.87,62.85,12.06,65.9,2,Warning
3.04,14.36,29.73,20.89,0.43,4.58,19.11,0.9,0,Safe
1.79,1.36,25.18,26.64,0.32,13.31,27.82,4.3,0,Safe
1.18,11.25,25.89,33.53,0.45,6.8,29.28,2.2,0,Safe
5.17,98.1,67.22,29.92,0.77,30.05,20.27,20.3,0,Safe
6.91,34.83,55.64,35.77,0.81,35.12,13.34,22.6,0,Safe
98.22,217.19,96.08,37.35,3.08,60.24,16.73,84.6,3,Critical
13.82,112.67,58.88,27.2,0.34,29.21,17.23,18.7,0,Safe
0.09,2.28,31.29,26.96,0.44,9.82,24.21,1.7,0,Safe
2.09,6.62,39.0,23.94,0.42,10.81,25.41,0.8,0,Safe
32.43,153.59,70.15,43.28,1.97,52.16,19.83,55.9,1,Watch
126.71,203.39,85.1,50.65,4.67,82.37,18.34,100.0,3,Critical
54.61,164.57,66.57,51.29,1.82,40.09,21.02,67.2,2,Warning
29.33,53.19,56.25,30.86,0.79,32.53,14.37,23.4,0,Safe
2.18,5.16,29.84,33.77,0.19,9.06,25.25,0.0,0,Safe
69.34,201.18,93.49,37.85,2.61,69.49,15.56,80.9,3,Critical
18.97,87.81,78.04,25.59,0.35,24.95,15.28,20.2,0,Safe
6.62,7.14,39.88,28.79,0.56,8.92,24.68,0.4,0,Safe
13.71,48.07,75.22,33.77,0.93,22.03,22.45,13.3,0,Safe
0.87,3.3,24.68,26.36,0.28,7.2,24.45,0.0,0,Safe
31.78,198.43,69.96,44.18,1.47,60.93,14.72,65.3,2,Warning
107.6,271.29,85.21,44.73,2.18,59.71,11.36,87.3,3,Critical
2.39,2.26,24.36,25.11,0.21,11.15,18.81,2.5,0,Safe
6.95,4.73,28.17,28.2,0.35,10.9,25.26,0.0,0,Safe
39.25,115.88,73.04,30.5,0.36,27.66,18.13,24.2,0,Safe
1.72,22.6,34.25,23.22,0.22,0.0,23.43,2.8,0,Safe
1.65,2.29,29.87,35.33,0.34,17.24,21.53,5.2,0,Safe
36.21,172.21,77.25,30.16,1.79,53.6,12.1,45.8,1,Watch
14.61,38.28,49.37,23.28,1.12,33.91,16.17,18.6,0,Safe
10.56,31.59,53.75,37.58,0.93,29.14,17.65,16.1,0,Safe
41.35,203.8,78.84,46.55,1.96,44.49,13.11,63.3,2,Warning
119.88,214.43,93.97,38.94,2.54,83.52,15.22,93.3,3,Critical
17.47,75.09,46.27,26.05,0.51,28.11,25.56,16.2,0,Safe
4.89,17.16,26.91,23.85,0.48,10.17,29.27,0.0,0,Safe
6.21,1.92,32.29,38.97,0.28,3.78,23.13,6.2,0,Safe
1.96,19.85,44.52,32.81,0.36,8.45,17.07,5.5,0,Safe
49.27,47.09,61.15,31.52,0.78,31.64,21.41,22.0,0,Safe
3.97,48.23,54.65,33.05,0.87,24.38,13.24,15.2,0,Safe
34.2,145.19,79.14,42.09,1.32,32.1,16.73,43.9,1,Watch
1.36,5.75,44.37,14.17,0.47,1.04,22.87,2.2,0,Safe
1.76,23.5,38.68,37.9,0.52,12.55,21.63,2.3,0,Safe
0.18,23.02,36.26,21.06,0.21,11.47,24.83,3.8,0,Safe
2.31,19.23,29.12,10.0,0.33,14.18,16.1,0.0,0,Safe
1.62,9.45,31.94,20.11,0.51,12.72,23.28,1.0,0,Safe
26.86,213.98,84.89,45.24,1.6,36.6,15.08,55.6,1,Watch
26.09,35.82,77.87,35.45,0.86,34.48,16.91,20.7,0,Safe
17.88,49.77,69.01,38.36,1.04,39.39,18.53,34.5,1,Watch
3.51,17.63,40.72,42.08,0.47,7.61,20.35,0.0,0,Safe
0.44,17.78,37.99,29.93,0.32,5.22,21.73,0.0,0,Safe
38.33,208.74,73.65,33.11,1.88,42.8,12.57,48.4,1,Watch
55.46,154.22,88.61,33.03,1.01,58.46,13.37,51.2,1,Watch
13.9,0.2,25.64,30.17,0.51,3.69,17.86,2.2,0,Safe
9.27,61.06,62.83,26.63,0.99,35.38,17.46,20.9,0,Safe
43.93,151.02,81.66,43.52,1.62,59.73,15.93,67.9,2,Warning
0.37,23.21,32.45,43.49,0.41,12.41,26.03,3.9,0,Safe
26.84,33.54,63.27,36.11,1.01,23.75,17.01,18.6,0,Safe
0.21,15.03,25.86,26.81,0.25,13.25,23.92,3.1,0,Safe
95.41,303.63,93.54,39.64,3.93,76.05,9.94,94.5,3,Critical
20.66,52.42,45.84,28.61,0.72,25.95,18.36,18.3,0,Safe
0.79,20.22,28.14,25.91,0.41,11.41,25.34,2.2,0,Safe
19.38,46.12,58.38,22.48,0.82,29.43,20.97,11.9,0,Safe
33.48,41.32,53.76,25.2,0.6,20.86,23.94,12.0,0,Safe
54.77,328.3,89.59,44.04,2.59,80.68,18.19,98.3,3,Critical
13.91,197.86,88.82,36.39,0.92,40.54,15.29,36.6,1,Watch
23.51,192.75,77.72,34.74,1.59,63.89,12.48,56.7,1,Watch
1.95,10.89,28.58,29.98,0.58,7.71,18.76,0.9,0,Safe
7.3,34.14,47.56,34.42,1.08,35.32,17.12,24.6,0,Safe
22.32,55.39,52.74,38.41,0.43,25.87,23.97,25.5,0,Safe
15.13,117.87,57.1,35.23,0.4,28.36,22.26,23.7,0,Safe
3.59,10.16,45.71,35.9,0.27,6.66,24.25,2.1,0,Safe
4.61,85.81,66.99,39.88,0.66,24.56,15.59,22.2,0,Safe
1.49,5.54,29.29,25.52,0.35,5.51,21.64,0.3,0,Safe
41.28,30.66,56.45,32.95,1.18,23.46,17.93,19.9,0,Safe
0.2,6.37,42.55,33.71,0.33,7.5,19.73,3.8,0,Safe
0.03,2.95,37.67,20.62,0.31,8.58,18.45,0.0,0,Safe
34.22,122.43,78.1,35.28,2.0,50.31,17.76,48.8,1,Watch
20.0,60.43,70.92,28.0,0.61,25.03,16.67,13.0,0,Safe
0.16,14.0,24.89,24.25,0.39,4.63,20.7,2.2,0,Safe
7.75,2.04,38.2,39.99,0.34,13.34,25.06,1.0,0,Safe
2.08,17.95,28.53,21.93,0.13,2.98,25.83,0.0,0,Safe
2.46,0.41,46.78,23.21,0.28,5.7,20.5,0.0,0,Safe
24.06,98.37,64.28,32.14,0.42,35.86,13.04,31.6,1,Watch
2.36,14.58,34.56,14.99,0.5,9.95,24.07,0.0,0,Safe
30.97,86.03,70.12,28.6,0.44,23.16,17.85,16.9,0,Safe
1.65,9.79,29.02,24.94,0.28,13.65,21.95,0.0,0,Safe
47.19,144.11,71.55,33.99,1.55,44.34,13.11,47.4,1,Watch
2.1,2.65,48.43,18.41,0.35,15.13,24.44,0.4,0,Safe
0.04,12.04,28.49,19.33,0.6,7.58,21.11,2.4,0,Safe
116.08,241.55,89.97,52.25,4.59,62.97,11.5,100.0,3,Critical
5.88,44.63,74.55,30.11,0.32,40.76,20.4,18.7,0,Safe
11.49,63.37,62.68,38.89,0.84,27.33,22.84,22.7,0,Safe
4.0,10.59,30.07,26.54,0.17,10.97,23.21,2.1,0,Safe
21.8,59.61,61.6,26.1,1.1,18.76,18.22,14.1,0,Safe
22.95,69.06,63.98,33.43,0.53,16.3,19.99,19.2,0,Safe
0.25,7.15,44.67,28.98,0.54,12.65,27.33,0.0,0,Safe
0.25,11.44,37.67,41.91,0.4,5.14,21.46,3.2,0,Safe
34.46,59.15,59.3,38.68,1.18,28.29,21.06,28.1,0,Safe
27.53,118.5,62.59,38.31,0.82,30.55,20.35,28.7,0,Safe
60.55,172.22,74.31,37.82,1.27,58.07,16.82,62.3,2,Warning
115.9,352.04,88.19,46.0,3.37,71.37,11.77,100.0,3,Critical
5.0,10.81,37.45,18.86,0.21,9.32,17.83,0.0,0,Safe
7.85,11.21,33.34,27.12,0.2,11.55,30.74,5.3,0,Safe
8.69,5.03,23.3,28.93,0.4,7.26,19.44,0.0,0,Safe
50.37,162.93,75.96,42.4,1.71,38.05,15.11,49.7,1,Watch
19.38,31.18,62.35,27.77,1.18,38.07,21.3,18.8,0,Safe
70.83,306.6,95.31,47.15,2.37,61.98,18.77,99.8,3,Critical
1.9,1.06,26.94,20.04,0.29,9.71,17.96,3.6,0,Safe
2.02,3.85,47.33,37.87,0.24,15.95,27.26,1.6,0,Safe
1.05,0.8,22.44,38.96,0.47,12.52,23.16,1.9,0,Safe
1.67,12.62,32.26,29.27,0.37,7.82,24.17,2.3,0,Safe
2.86,22.58,33.65,27.51,0.29,10.81,21.38,2.8,0,Safe
5.58,6.63,31.99,11.9,0.46,10.81,16.55,3.4,0,Safe
6.9,20.03,31.28,33.29,0.35,12.91,22.26,2.4,0,Safe
1.3,2.28,37.29,13.5,0.41,12.46,22.25,2.2,0,Safe
48.16,47.46,70.4,31.25,0.4,24.26,21.27,21.3,0,Safe
15.81,77.63,72.34,33.69,0.38,31.81,11.95,21.4,0,Safe
46.05,134.85,72.05,39.1,1.29,23.63,12.63,39.4,1,Watch
15.61,55.67,62.94,32.91,0.82,13.86,18.36,15.9,0,Safe
86.55,379.36,93.06,53.93,4.77,91.37,18.38,100.0,3,Critical
2.79,14.52,48.45,24.12,0.27,12.74,19.67,1.4,0,Safe
84.92,328.37,88.08,40.37,4.52,85.08,13.53,96.4,3,Critical
64.89,209.69,82.27,31.66,1.09,44.04,22.14,51.9,1,Watch
5.53,97.81,57.59,34.1,1.18,34.0,18.57,26.9,0,Safe
5.39,23.57,26.59,32.86,0.22,11.93,25.35,6.0,0,Safe
120.05,123.74,76.05,38.25,0.89,50.11,16.78,57.3,1,Watch
15.21,44.02,56.37,26.7,1.19,23.76,18.19,11.7,0,Safe
0.72,23.86,26.84,24.51,0.55,8.14,21.25,2.3,0,Safe
61.98,212.18,89.5,40.93,4.14,64.92,9.88,85.6,3,Critical
17.53,117.17,61.17,42.17,0.82,25.82,12.15,29.4,0,Safe
1.04,7.87,17.43,38.71,0.45,11.39,16.25,3.1,0,Safe
31.02,118.96,68.5,31.96,0.8,22.34,19.68,25.4,0,Safe
88.99,168.11,76.5,37.87,1.76,53.23,16.08,64.8,2,Warning
9.9,31.4,68.08,27.61,0.37,37.35,23.14,15.2,0,Safe
1.62,2.22,40.94,17.8,0.41,11.57,28.6,0.0,0,Safe
1.52,7.32,17.55,28.27,0.41,10.69,25.17,0.0,0,Safe
14.88,175.04,84.27,30.73,1.2,38.39,11.93,37.9,1,Watch
13.41,111.2,73.7,23.48,0.66,34.17,19.98,22.0,0,Safe
93.74,300.36,93.95,38.14,4.38,63.65,17.44,91.8,3,Critical
2.91,1.46,34.7,21.54,0.3,9.91,27.21,6.8,0,Safe
0.32,14.24,42.99,37.14,0.57,5.31,18.27,2.4,0,Safe
5.14,7.86,33.37,43.62,0.59,10.12,28.77,0.4,0,Safe
126.97,216.82,96.28,36.86,1.89,83.21,17.9,84.7,3,Critical
46.45,56.52,57.23,37.91,0.67,41.71,22.61,30.2,1,Watch
2.54,5.15,32.59,30.54,0.57,17.14,24.6,0.0,0,Safe
9.21,46.56,65.99,37.34,1.02,15.0,19.44,16.9,0,Safe
0.08,14.45,38.97,27.76,0.34,11.52,23.63,0.0,0,Safe
50.1,335.71,93.06,40.88,2.22,87.34,16.84,82.6,3,Critical
19.39,143.89,71.98,32.63,0.82,45.47,15.69,37.3,1,Watch
4.38,21.83,39.73,30.26,0.42,11.98,27.88,0.0,0,Safe
84.02,297.05,91.28,45.0,3.13,70.82,18.28,100.0,3,Critical
0.6,2.81,33.18,19.38,0.4,12.02,21.02,0.5,0,Safe
46.25,183.32,69.62,34.84,1.77,43.95,16.18,48.8,1,Watch
7.89,79.94,63.57,33.84,0.4,28.94,17.76,18.9,0,Safe
102.06,298.03,86.65,48.26,4.01,57.04,8.68,96.4,3,Critical
55.44,42.39,64.49,34.05,0.76,24.49,12.9,26.2,0,Safe
0.09,16.93,31.25,23.66,0.28,16.51,25.75,0.0,0,Safe
60.25,178.28,81.85,46.81,1.33,28.56,11.35,56.0,1,Watch
37.29,34.35,65.01,30.83,0.82,24.91,21.58,18.9,0,Safe
5.2,44.86,67.55,38.55,0.73,35.74,17.73,19.6,0,Safe
111.0,327.15,86.46,48.64,4.29,66.29,11.94,100.0,3,Critical
28.43,85.96,73.33,30.44,0.97,19.77,21.67,21.5,0,Safe
4.65,24.61,38.15,34.75,0.59,11.31,27.84,3.2,0,Safe
87.96,215.7,93.47,43.27,2.13,89.78,13.51,91.4,3,Critical
10.27,16.9,33.13,21.81,0.28,13.91,24.08,0.0,0,Safe
3.65,3.53,40.16,34.51,0.53,13.46,22.67,0.0,0,Safe
1.22,11.25,33.55,12.32,0.35,4.52,29.24,4.1,0,Safe
9.3,6.08,30.47,26.4,0.33,11.73,28.09,3.8,0,Safe
37.26,67.35,62.27,32.75,0.49,37.74,20.13,26.8,0,Safe
1.4,16.61,44.3,35.42,0.43,6.29,19.81,5.4,0,Safe
0.38,18.96,22.44,25.56,0.21,10.86,30.36,0.0,0,Safe
16.33,51.59,62.01,32.23,0.85,28.0,16.93,9.8,0,Safe
37.02,76.02,71.64,27.39,1.1,18.55,15.48,17.1,0,Safe
1.85,1.02,45.1,24.19,0.53,8.47,18.34,0.0,0,Safe
89.11,363.81,85.36,56.0,2.46,72.8,15.41,100.0,3,Critical
36.77,89.95,76.1,34.74,0.53,21.74,15.73,21.6,0,Safe
45.29,80.99,64.39,46.06,1.09,38.6,20.62,42.5,1,Watch
3.53,4.49,47.09,14.23,0.24,13.23,25.81,2.5,0,Safe
8.39,9.19,42.87,21.81,0.29,0.46,21.9,0.0,0,Safe
0.14,11.73,41.05,20.02,0.43,4.47,23.36,0.0,0,Safe
1.66,6.13,45.25,42.2,0.34,9.24,23.47,2.7,0,Safe
19.59,50.39,77.73,36.73,0.99,26.87,15.27,26.3,0,Safe
0.06,3.13,29.64,34.13,0.16,9.42,22.44,3.1,0,Safe
97.1,230.7,88.42,51.12,4.52,64.21,11.99,100.0,3,Critical
29.23,134.59,84.13,49.76,1.8,45.4,12.95,56.9,1,Watch
70.99,165.58,72.08,35.69,1.49,53.37,19.48,58.2,1,Watch
21.74,69.74,58.91,32.04,0.62,21.21,19.29,13.0,0,Safe
51.58,131.1,64.78,51.27,1.69,47.29,20.13,70.3,2,Warning
30.23,65.9,67.3,34.21,0.85,35.61,24.47,22.7,0,Safe
8.72,13.88,37.59,29.01,0.28,5.53,25.73,0.0,0,Safe
27.52,115.28,69.98,14.09,0.36,35.38,19.49,16.9,0,Safe
8.03,22.23,32.77,24.19,0.31,5.48,25.58,3.8,0,Safe
49.18,33.4,70.96,19.13,0.94,25.65,13.32,13.8,0,Safe
21.71,30.4,55.94,32.47,1.05,25.23,16.81,17.6,0,Safe
1.8,22.37,32.7,22.13,0.57,13.32,26.67,3.9,0,Safe
26.86,92.62,81.69,35.49,0.59,36.95,21.84,32.1,1,Watch
114.5,324.74,98.67,40.97,3.99,65.42,14.96,94.2,3,Critical
20.16,119.53,64.11,37.33,1.69,37.87,14.57,30.1,1,Watch
0.22,20.06,32.42,28.31,0.4,10.96,22.94,4.1,0,Safe
2.34,6.22,52.42,35.43,0.18,8.51,21.18,3.4,0,Safe
0.84,7.58,29.22,26.27,0.38,19.02,21.42,2.9,0,Safe
15.15,112.92,54.5,35.69,0.58,41.53,25.27,31.0,1,Watch
0.88,9.13,19.86,30.46,0.51,1.69,16.81,3.1,0,Safe
12.51,46.28,70.05,28.49,0.87,33.61,21.0,16.1,0,Safe
10.6,36.1,67.02,32.03,0.32,21.98,21.64,8.6,0,Safe
24.6,43.48,62.22,33.07,1.16,25.09,15.15,16.2,0,Safe
0.81,0.08,31.81,34.36,0.55,6.19,22.77,1.4,0,Safe
32.3,177.56,89.34,32.18,1.27,57.26,19.04,48.0,1,Watch
5.48,5.89,52.26,31.97,0.56,16.45,28.18,5.9,0,Safe
1.08,22.24,23.72,21.35,0.36,14.76,18.43,0.8,0,Safe
2.95,4.14,36.65,25.76,0.48,7.3,27.95,0.7,0,Safe
16.24,74.6,74.1,37.56,0.58,20.98,18.7,20.3,0,Safe
68.21,171.76,67.55,45.37,1.35,48.61,15.86,65.5,2,Warning
2.79,19.05,35.47,19.51,0.12,7.75,23.06,3.8,0,Safe
23.69,83.35,57.35,23.04,1.02,25.44,17.58,14.8,0,Safe
1.72,7.74,35.28,25.64,0.28,6.25,26.01,0.0,0,Safe
33.36,86.09,55.77,30.23,1.2,39.99,23.59,34.6,1,Watch
0.4,18.22,33.32,31.35,0.28,3.92,21.36,1.8,0,Safe
8.3,99.04,63.44,41.9,0.58,33.82,15.87,28.2,0,Safe
5.97,15.82,27.19,36.81,0.1,20.04,15.68,5.7,0,Safe
1.03,20.71,46.8,26.77,0.24,12.16,27.05,1.6,0,Safe
14.98,95.72,64.02,33.31,0.64,27.42,19.77,17.7,0,Safe
26.92,215.45,74.9,40.93,1.92,32.02,15.6,47.6,1,Watch
70.57,296.05,96.14,43.15,2.03,64.66,12.15,89.9,3,Critical
0.01,10.06,34.58,34.02,0.43,8.04,23.75,0.7,0,Safe
16.89,86.81,81.34,37.0,0.89,27.57,12.92,28.5,0,Safe
3.7,7.83,33.78,21.16,0.52,10.49,26.03,0.6,0,Safe
60.96,359.18,87.68,39.83,2.83,69.12,14.61,81.6,3,Critical
24.92,68.26,68.68,27.15,1.13,16.1,20.13,17.7,0,Safe
85.86,314.0,85.45,54.1,3.73,74.95,13.63,100.0,3,Critical
0.15,9.13,31.43,13.98,0.17,14.01,32.18,1.6,0,Safe
1.79,0.69,30.82,24.44,0.37,15.77,20.87,0.4,0,Safe
2.56,1.37,25.42,23.25,0.24,9.4,31.54,0.0,0,Safe
0.17,20.69,29.71,31.57,0.19,4.98,29.45,0.0,0,Safe
47.81,107.51,72.52,33.6,0.34,37.51,21.99,32.7,1,Watch
30.74,93.61,50.98,30.9,1.0,28.19,19.4,23.7,0,Safe
82.16,60.07,65.04,31.05,0.71,14.1,21.94,27.0,0,Safe
3.75,1.38,28.21,33.05,0.47,13.17,26.89,2.6,0,Safe
22.15,204.73,80.23,34.37,1.16,46.02,13.51,45.8,1,Watch
123.53,283.12,90.27,57.02,3.01,79.06,5.82,100.0,3,Critical
40.37,143.41,83.82,42.19,1.87,39.36,18.1,54.1,1,Watch
129.01,222.88,89.36,36.15,4.04,89.62,14.45,91.9,3,Critical
2.36,6.85,23.92,32.32,0.32,11.43,27.47,2.0,0,Safe
2.31,20.08,25.91,25.3,0.21,13.31,23.97,0.0,0,Safe
47.35,83.77,52.99,27.7,0.43,26.99,21.38,23.2,0,Safe
25.06,118.38,65.08,34.58,1.1,33.27,17.0,27.7,0,Safe
13.59,112.8,64.44,31.75,0.96,36.52,21.8,29.1,0,Safe
70.77,237.23,98.27,48.74,3.35,70.31,23.32,100.0,3,Critical
31.77,87.14,59.86,43.7,0.62,27.8,20.84,24.9,0,Safe
2.61,8.54,29.35,11.33,0.36,12.71,13.56,1.4,0,Safe
4.29,34.98,56.87,22.57,0.31,20.26,20.54,6.6,0,Safe
20.46,97.16,66.55,32.64,0.93,25.44,17.87,24.7,0,Safe
35.69,141.18,79.51,32.63,1.99,59.27,19.61,49.3,1,Watch
16.24,63.97,58.38,40.39,0.76,34.14,14.85,26.5,0,Safe
38.88,166.73,79.79,32.97,1.16,37.27,20.21,37.2,1,Watch
27.16,56.54,59.16,37.92,0.55,38.37,20.34,28.9,0,Safe
2.1,10.39,34.67,34.51,0.56,10.04,26.9,0.9,0,Safe
103.83,378.95,98.43,52.87,2.2,64.78,7.71,100.0,3,Critical
0.55,18.49,32.97,35.6,0.59,5.71,25.18,1.5,0,Safe
47.71,144.84,74.83,23.78,1.32,32.27,15.16,25.2,0,Safe
33.29,108.27,59.78,36.1,1.2,28.7,17.27,29.6,0,Safe
2.87,17.2,24.32,20.2,0.47,8.75,22.58,0.0,0,Safe
5.13,36.79,55.55,31.44,0.97,27.74,17.79,14.0,0,Safe
62.78,128.27,80.85,35.22,1.28,52.95,14.46,54.4,1,Watch
120.71,271.67,93.82,47.28,1.8,52.92,14.66,84.7,3,Critical
2.98,16.59,26.4,18.5,0.46,7.49,18.12,0.7,0,Safe
106.76,197.11,97.48,45.93,1.91,68.66,9.72,91.7,3,Critical
118.02,231.63,89.73,40.12,3.83,68.51,12.33,92.8,3,Critical
43.82,204.83,74.72,40.27,1.97,44.27,18.21,63.7,2,Warning
43.71,196.73,81.64,37.31,1.95,47.32,18.9,56.1,1,Watch
9.12,46.88,63.13,27.89,0.87,25.82,19.46,10.5,0,Safe
28.28,90.7,58.23,21.14,0.98,18.84,16.46,9.1,0,Safe
69.13,211.42,85.18,47.26,4.24,87.87,16.72,100.0,3,Critical
0.76,8.26,49.84,35.88,0.16,8.83,24.2,0.0,0,Safe
1.03,9.47,35.62,36.46,0.2,11.92,24.78,0.9,0,Safe
3.89,20.36,33.39,33.97,0.22,13.42,26.24,0.0,0,Safe
4.2,0.25,40.58,32.4,0.41,15.79,25.7,4.3,0,Safe
51.62,181.25,85.28,41.7,1.72,45.37,10.22,66.9,2,Warning
103.91,237.35,90.28,36.43,3.53,54.61,15.66,86.0,3,Critical
0.61,13.63,22.03,22.95,0.14,11.83,20.77,3.7,0,Safe
1.85,1.68,32.06,24.99,0.41,0.0,26.14,0.0,0,Safe
1.74,14.98,50.26,26.8,0.15,12.0,20.19,6.8,0,Safe
2.28,22.83,39.83,26.72,0.18,12.31,29.31,0.0,0,Safe
5.24,8.03,32.05,30.65,0.17,4.13,26.31,8.3,0,Safe
